69	1023	402	564	733	899	1058	1218	1377	1541	1710	1868	2032	2197	2362	2528	2694	2854	3021	3181	3353	3520	3684	3845	4015	4179	4338	4498	4662	4832	5002	5168	5332	5497	5665	6000	6173	6334	6502	6663	6836	7007	7171	7336	7502	7663	7831	8000	8160	8322	8484	8643	8811	8971	9136	9300	9465	9629	9797	9968	10139	10299	10467	10637	10798	10963	11123	11286	11448	11611	11775
6.13	0.180794	0.103848	0.067713	0.0580009	0.052252	0.0414835	0.041572	0.044447	0.0385166	0.039263	0.040946	0.0404024	0.0362625	0.026391	0.0280552	0.034453	0.0286835	0.0295166	0.0328525	0.0243915	0.0241664	0.025687	0.0250989	0.025324	0.0227245	0.0252426	0.017932	0.022946	0.01132	0.019311	0.0140692	0.02031	0.016119	0.00770798	0.00990832	0.0121205	0.0184108	0.013628	0.0192216	0.014855	0.015687	0.0140863	0.002545	0.010904	0.012553	0.00147003	0.006246	-0.00207135	0.00694907	0.014645	0.00468099	0.0110375	0.000570476	0.00581351	-0.00968426	0.000632048	0.00303599	0.00527057	-0.000503004	0.00685066	0.00182846	0.00347099	-0.003389	-0.013556	0.00595531	0.000554979	0.00769919	0.000471979	0.0103037
6.131	0.198175	0.107283	0.0718854	0.0577702	0.0527652	0.0435773	0.0414571	0.0448412	0.0376574	0.036972	0.0369078	0.0409462	0.0337929	0.0299484	0.0294363	0.0316559	0.0225787	0.0316953	0.0357014	0.022012	0.0293935	0.0253972	0.0253101	0.023985	0.0223441	0.0274583	0.0126647	0.0254093	0.0208938	0.0222174	0.0134911	0.0188	0.014603	0.0142861	0.012548	0.0131772	0.0197362	0.0127194	0.0215323	0.0140381	0.014035	0.0147528	0.00721949	0.0101121	0.0123141	4.90546e-05	0.00583911	0.00267881	0.00795022	0.0114549	0.00543019	0.00890097	0.00125718	0.00518411	-0.00870177	0.0012812	0.00482228	0.00515714	0.00224534	0.00520435	0.00457734	-0.000537157	-0.00566834	-0.00805044	0.0074349	0.000351131	0.0072391	0.000610143	0.00939694
6.132	0.216119	0.112182	0.0724615	0.0590568	0.0538405	0.042451	0.0419046	0.045797	0.0373614	0.0391005	0.0374692	0.0372786	0.0392453	0.0272666	0.0308239	0.0294219	0.0261022	0.0298944	0.0294678	0.0247946	0.0269718	0.027664	0.0221112	0.0223729	0.0295528	0.0228575	0.0153321	0.0265063	0.0179727	0.0256855	0.0125527	0.0191872	0.0152688	0.0214258	0.01575	0.0145029	0.0147428	0.0123738	0.0199027	0.0135476	0.0161455	0.015982	0.0124556	0.00786686	0.00960478	0.00322264	0.00600219	0.00799134	0.00718707	0.00879881	0.00674194	0.00817958	0.00425661	0.0107605	-0.00517732	0.00232282	0.00717083	0.00508967	0.00128153	0.00412017	0.00573635	-0.00151396	-0.00738475	-0.00686166	0.0094761	0.000710428	0.00443327	0.00131068	0.00905353
6.133	0.235321	0.118342	0.0754801	0.0616038	0.0504705	0.0425863	0.0391254	0.0386669	0.040549	0.042489	0.0392911	0.0348733	0.0349635	0.0316758	0.0334705	0.0284512	0.0308851	0.0293554	0.0244989	0.0288372	0.0258127	0.0311884	0.0235774	0.0220219	0.0286158	0.0195213	0.0192586	0.0288614	0.0163147	0.0225163	0.0128754	0.0208344	0.0171954	0.0200557	0.0156119	0.017089	0.0136452	0.0132889	0.0179265	0.0143171	0.0195152	0.01594	0.0101105	0.00688276	0.00815666	0.00765654	0.00742692	0.0103171	0.00768542	0.00740519	0.0065383	0.008719	0.00851661	0.0175942	-0.000392377	0.00462559	0.00611374	0.00628316	0.00157931	-0.00150904	0.00815445	-0.00122997	-0.00783688	-0.00441149	0.00315014	0.00377393	0.00288969	-0.000865996	0.0126759
6.134	0.244234	0.127692	0.0785642	0.0609999	0.0527661	0.0441385	0.0412301	0.0432272	0.040344	0.0422823	0.0397245	0.0367326	0.0307509	0.0309036	0.0267866	0.0386192	0.031358	0.0314301	0.0332638	0.0301906	0.0291503	0.0193941	0.0251096	0.0217373	0.0277449	0.0301089	0.0174004	0.0171439	0.0194947	0.0194146	0.0132651	0.018357	0.0192302	0.0187502	0.0155427	0.0171973	0.0126149	0.0131366	0.0160168	0.0104885	0.0161447	0.015964	0.00783315	0.00596714	0.00677451	0.0103166	0.0118272	0.0111471	0.0098111	0.0131297	0.00808558	0.00888291	0.0114845	0.00945985	0.00269866	0.00751564	0.0051226	0.00728747	0.00330758	0.00305274	0.0011504	-0.000879616	0.00675452	-0.00189573	0.00402507	0.00372198	0.00618422	-0.00297502	0.0121555
6.135	0.26957	0.149954	0.0781159	0.0628304	0.0535628	0.0441917	0.0505568	0.0462885	0.0386401	0.0405767	0.038659	0.0370928	0.0360012	0.0286323	0.0273652	0.0311757	0.0303319	0.0320058	0.0313199	0.0171033	0.0288276	0.021798	0.0251428	0.0215519	0.0260675	0.024861	0.0241651	0.0224663	0.0211757	0.0201288	0.015764	0.0203806	0.022078	0.0110238	0.0235089	0.0168501	0.0144734	0.0138714	0.0141144	0.00748479	0.0170978	0.0146435	0.0104776	0.0120364	0.00383481	0.0114777	0.0112331	0.010478	0.0104378	0.0105449	0.00813386	0.00381443	0.0119172	0.00759494	0.00429067	0.00890672	0.00248584	0.0110031	0.00353682	0.0061155	0.00465733	-0.000903189	0.0037908	-0.00233877	0.00340104	0.00217104	0.00553593	-0.000902385	0.00910228
6.136	0.295535	0.15444	0.0865156	0.0652899	0.0507331	0.0448739	0.049276	0.0428031	0.037371	0.0395	0.0404472	0.0362085	0.0442976	0.02699	0.0285729	0.0330372	0.0325964	0.0333529	0.030005	0.0223801	0.0291339	0.0248308	0.0279179	0.0233572	0.025019	0.0202422	0.0217687	0.0284177	0.0206977	0.0210083	0.0188918	0.0199645	0.0255548	0.0129079	0.0214828	0.017132	0.0169609	0.0152352	0.012841	0.00511006	0.0186799	0.013952	0.00883138	0.0187347	0.00152406	0.00679016	0.011268	0.00941902	0.0112859	0.00858906	0.00767848	0.00411561	0.0129789	0.00635901	0.00352249	0.00666708	0.000478059	0.0153478	0.00432992	0.00158215	0.00879321	-0.000297755	0.00145605	-0.00215283	0.00340596	0.00297794	0.00475666	-0.00254548	0.00667804
6.137	0.323453	0.159571	0.0895081	0.0640714	0.052401	0.0403078	0.048642	0.0399649	0.03675	0.040719	0.0428837	0.035972	0.0412612	0.0294401	0.0325376	0.0355478	0.0355091	0.0339225	0.0326671	0.0283069	0.030532	0.0270126	0.0259336	0.0258107	0.0221874	0.0216597	0.0200193	0.0225128	0.0208673	0.0225357	0.019498	0.020196	0.0203653	0.0154411	0.0201035	0.016095	0.015692	0.0172471	0.0130697	0.0081571	0.016749	0.0139085	0.00783265	0.0144554	0.00569114	0.00951207	0.0173742	0.00900799	0.012782	0.00804198	0.007871	0.00506535	0.0126685	0.00814155	0.00340199	0.00507495	0.00334811	0.0141083	0.00418198	0.00111467	0.0135771	0.000955701	0.00249705	-0.00131887	0.000424385	0.00365502	0.00462535	-0.00354102	0.00197485
6.138	0.351446	0.170993	0.0925743	0.0629269	0.0541432	0.0424835	0.0482635	0.0416362	0.036203	0.0420121	0.0453942	0.0361455	0.0382983	0.0281515	0.0365764	0.0381323	0.0342016	0.034566	0.0354033	0.0343076	0.0320041	0.0292683	0.0240231	0.0283383	0.0194297	0.0231515	0.0183438	0.0213619	0.021111	0.0241372	0.0201781	0.0216691	0.0152495	0.0180482	0.0187981	0.0151319	0.0144969	0.0193197	0.0133724	0.0112783	0.0148918	0.013939	0.00690791	0.0102496	0.00993246	0.0123083	0.0161604	0.00867096	0.0143521	0.00756896	0.00265348	0.00608909	0.012432	0.00999817	0.0033555	0.00346532	0.00629231	0.0129426	0.00410801	0.000721306	0.00988263	0.00228313	0.00361213	-0.000410914	-0.00248331	0.00440606	0.00456801	-0.00360751	-0.00265446
6.139	0.37858	0.182664	0.100576	0.0702372	0.0494333	0.044909	0.0481355	0.0400117	0.0381888	0.0419852	0.0432107	0.0365694	0.0355863	0.0271131	0.0360035	0.035671	0.0331441	0.0317453	0.0291504	0.0320025	0.0345839	0.0314663	0.0223635	0.0250231	0.02288	0.0248933	0.0183447	0.0204612	0.0231611	0.0234387	0.0129913	0.0233913	0.0179764	0.0149051	0.0177428	0.023102	0.0172864	0.0216413	0.0139254	0.0127248	0.0164536	0.0147493	0.01012	0.00732374	0.00816596	0.0126097	0.0151964	0.0085842	0.00607973	0.00690082	0.00977311	0.0155026	0.0123469	0.0165354	0.00355798	0.00210744	0.00761265	0.0120271	0.0031063	0.000578582	0.00643903	-0.00585371	0.00142589	-0.00384945	0.00768584	0.00540704	0.00227842	-0.00342399	0.00221637
