10	
superose 6008:10_UV	
min	 mAU
   0.000	   30.001000
   0.187	   30.008000
   0.373	   30.028000
   0.560	   30.042000
   0.747	   30.041000
   0.933	   30.045000
   1.120	   30.054000
   1.307	   30.055000
   1.493	   30.063000
   1.680	   30.065000
   1.867	   30.068000
   2.053	   30.067000
   2.240	   30.072000
   2.427	   30.077000
   2.613	   30.080000
   2.800	   30.085000
   2.987	   30.086000
   3.173	   30.086000
   3.360	   30.090000
   3.547	   30.094000
   3.733	   30.095000
   3.920	   30.091000
   4.107	   30.095000
   4.293	   30.097000
   4.480	   30.103000
   4.667	   30.106000
   4.853	   30.489000
   5.040	   30.400000
   5.227	   30.230000
   5.413	   30.171000
   5.600	   30.150000
   5.787	   30.138000
   5.973	   30.128000
   6.160	   30.131000
   6.347	   30.129000
   6.533	   30.127000
   6.720	   30.124000
   6.907	   30.123000
   7.093	   30.119000
   7.280	   30.126000
   7.467	   30.127000
   7.653	   30.121000
   7.840	   30.129000
   8.027	   30.129000
   8.213	   30.128000
   8.400	   30.130000
   8.587	   30.131000
   8.773	   30.129000
   8.960	   30.126000
   9.147	   30.131000
   9.333	   30.274000
   9.520	   30.132000
   9.707	   30.130000
   9.893	   30.128000
  10.080	   30.128000
  10.267	   30.126000
  10.453	   30.122000
  10.640	   30.126000
  10.827	   30.126000
  11.013	   30.123000
  11.200	   30.124000
  11.387	   30.125000
  11.573	   30.126000
  11.760	   30.130000
  11.947	   30.133000
  12.133	   30.139000
  12.320	   30.143000
  12.507	   30.150000
  12.693	   30.153000
  12.880	   30.152000
  13.067	   30.154000
  13.253	   30.152000
  13.440	   30.151000
  13.627	   30.147000
  13.813	   30.141000
  14.000	   30.133000
  14.187	   30.132000
  14.373	   30.126000
  14.560	   30.116000
  14.747	   30.107000
  14.933	   30.105000
  15.120	   30.104000
  15.307	   30.104000
  15.493	   30.102000
  15.680	   30.102000
  15.867	   30.111000
  16.053	   30.115000
  16.240	   30.121000
  16.427	   30.125000
  16.613	   30.133000
  16.800	   30.141000
  16.987	   30.152000
  17.173	   30.159000
  17.360	   30.169000
  17.547	   30.172000
  17.733	   30.179000
  17.920	   30.185000
  18.107	   30.188000
  18.293	   30.198000
  18.480	   30.200000
  18.667	   30.208000
  18.853	   30.206000
  19.040	   30.210000
  19.227	   30.209000
  19.413	   30.215000
  19.600	   30.223000
  19.787	   30.225000
  19.973	   30.227000
  20.160	   30.232000
  20.347	   30.241000
  20.533	   30.242000
  20.720	   30.242000
  20.907	   30.248000
  21.093	   30.255000
  21.280	   30.263000
  21.467	   30.272000
  21.653	   30.269000
  21.840	   30.276000
  22.027	   30.277000
  22.213	   30.282000
  22.400	   30.287000
  22.587	   30.294000
  22.773	   30.301000
  22.960	   30.308000
  23.147	   30.313000
  23.333	   30.324000
  23.520	   30.333000
  23.707	   30.342000
  23.893	   30.353000
  24.080	   30.367000
  24.267	   30.377000
  24.453	   30.393000
  24.640	   30.410000
  24.827	   30.431000
  25.013	   30.452000
  25.200	   30.476000
  25.387	   30.506000
  25.573	   30.541000
  25.760	   30.586000
  25.947	   30.639000
  26.133	   30.701000
  26.320	   30.779000
  26.507	   30.871000
  26.693	   30.989000
  26.880	   31.128000
  27.067	   31.312000
  27.253	   31.544000
  27.440	   31.832000
  27.627	   32.194000
  27.813	   32.632000
  28.000	   33.130000
  28.187	   33.660000
  28.373	   34.161000
  28.560	   34.560000
  28.747	   34.814000
  28.933	   34.904000
  29.120	   34.817000
  29.307	   34.597000
  29.493	   34.275000
  29.680	   33.898000
  29.867	   33.502000
  30.053	   33.121000
  30.240	   32.788000
  30.427	   32.505000
  30.613	   32.258000
  30.800	   32.047000
  30.987	   31.873000
  31.173	   31.739000
  31.360	   31.626000
  31.547	   31.533000
  31.733	   31.461000
  31.920	   31.394000
  32.107	   31.333000
  32.293	   31.281000
  32.480	   31.230000
  32.667	   31.187000
  32.853	   31.156000
  33.040	   31.127000
  33.227	   31.095000
  33.413	   31.070000
  33.600	   31.055000
  33.787	   31.037000
  33.973	   31.020000
  34.160	   31.006000
  34.347	   30.998000
  34.533	   30.988000
  34.720	   30.979000
  34.907	   30.972000
  35.093	   30.963000
  35.280	   30.965000
  35.467	   30.958000
  35.653	   30.954000
  35.840	   30.951000
  36.027	   30.951000
  36.213	   30.952000
  36.400	   30.951000
  36.587	   30.947000
  36.773	   30.947000
  36.960	   30.949000
  37.147	   30.943000
  37.333	   30.947000
  37.520	   30.940000
  37.707	   30.941000
  37.893	   30.944000
  38.080	   30.940000
  38.267	   30.938000
  38.453	   30.940000
  38.640	   30.933000
  38.827	   30.932000
  39.013	   30.937000
  39.200	   30.934000
  39.387	   30.927000
  39.573	   30.929000
  39.760	   30.929000
  39.947	   30.924000
  40.133	   30.922000
  40.320	   30.918000
  40.507	   30.918000
  40.693	   30.916000
  40.880	   30.913000
  41.067	   30.907000
  41.253	   30.910000
  41.440	   30.906000
  41.627	   30.906000
  41.813	   30.904000
  42.000	   30.907000
  42.187	   31.176000
  42.373	   33.789000
  42.560	   32.647000
  42.747	   31.833000
  42.933	   31.471000
  43.120	   31.284000
  43.307	   31.176000
  43.493	   31.109000
  43.680	   31.061000
  43.867	   31.033000
  44.053	   31.011000
  44.240	   30.996000
  44.427	   30.974000
  44.613	   30.966000
  44.800	   30.954000
  44.987	   30.947000
  45.173	   30.938000
  45.360	   30.934000
  45.547	   30.922000
  45.733	   30.922000
  45.920	   30.920000
  46.107	   30.914000
  46.293	   30.912000
  46.480	   30.913000
  46.667	   30.910000
  46.853	   30.908000
  47.040	   30.905000
  47.227	   30.904000
  47.413	   30.905000
  47.600	   30.908000
  47.787	   30.909000
  47.973	   30.908000
  48.160	   30.909000
  48.347	   30.914000
  48.533	   30.912000
  48.720	   30.909000
  48.907	   30.917000
  49.093	   30.920000
  49.280	   30.923000
  49.467	   30.923000
  49.653	   30.926000
  49.840	   30.928000
  50.027	   30.932000
  50.213	   30.932000
  50.400	   30.938000
  50.587	   30.942000
  50.773	   30.949000
  50.960	   30.950000
  51.147	   30.958000
  51.333	   30.962000
  51.520	   30.972000
  51.707	   30.978000
  51.893	   30.985000
  52.080	   30.993000
  52.267	   31.004000
  52.453	   31.011000
  52.640	   31.022000
  52.827	   31.034000
  53.013	   31.047000
  53.200	   31.063000
  53.387	   31.077000
  53.573	   31.093000
  53.760	   31.112000
  53.947	   31.128000
  54.133	   31.152000
  54.320	   31.175000
  54.507	   31.198000
  54.693	   31.228000
  54.880	   31.257000
  55.067	   31.289000
  55.253	   31.332000
  55.440	   31.367000
  55.627	   31.417000
  55.813	   31.467000
  56.000	   31.515000
  56.187	   31.577000
  56.373	   31.644000
  56.560	   31.705000
  56.747	   31.773000
  56.933	   31.845000
  57.120	   31.917000
  57.307	   31.988000
  57.493	   32.062000
  57.680	   32.137000
  57.867	   32.207000
  58.053	   32.281000
  58.240	   32.346000
  58.427	   32.418000
  58.613	   32.483000
  58.800	   32.562000
  58.987	   32.635000
  59.173	   32.718000
  59.360	   32.803000
  59.547	   32.898000
  59.733	   32.997000
  59.920	   33.107000
  60.107	   33.228000
  60.293	   33.366000
  60.480	   33.512000
  60.667	   33.680000
  60.853	   33.857000
  61.040	   34.047000
  61.227	   34.249000
  61.413	   34.477000
  61.600	   34.708000
  61.787	   34.956000
  61.973	   35.238000
  62.160	   35.528000
  62.347	   35.832000
  62.533	   36.154000
  62.720	   36.489000
  62.907	   36.853000
  63.093	   37.233000
  63.280	   37.651000
  63.467	   38.107000
  63.653	   38.591000
  63.840	   39.121000
  64.027	   39.710000
  64.213	   40.354000
  64.400	   41.072000
  64.587	   41.878000
  64.773	   42.765000
  64.960	   43.759000
  65.147	   44.859000
  65.333	   46.074000
  65.520	   47.414000
  65.707	   48.826000
  65.893	   50.340000
  66.080	   52.006000
  66.267	   53.816000
  66.453	   55.748000
  66.640	   57.861000
  66.827	   60.155000
  67.013	   62.700000
  67.200	   65.466000
  67.387	   68.501000
  67.573	   71.811000
  67.760	   75.482000
  67.947	   79.345000
  68.133	   83.379000
  68.320	   87.477000
  68.507	   91.417000
  68.693	   95.022000
  68.880	   98.098000
  69.067	  100.511000
  69.253	  102.095000
  69.440	  102.822000
  69.627	  102.664000
  69.813	  101.661000
  70.000	   99.982000
  70.187	   97.760000
  70.373	   95.167000
  70.560	   92.385000
  70.747	   89.610000
  70.933	   86.926000
  71.120	   84.457000
  71.307	   82.305000
  71.493	   80.503000
  71.680	   79.062000
  71.867	   78.024000
  72.053	   77.422000
  72.240	   77.324000
  72.427	   77.772000
  72.613	   78.866000
  72.800	   80.672000
  72.987	   83.358000
  73.173	   86.906000
  73.360	   91.504000
  73.547	   96.996000
  73.733	  103.345000
  73.920	  110.458000
  74.107	  118.047000
  74.293	  125.698000
  74.480	  133.032000
  74.667	  139.654000
  74.853	  145.041000
  75.040	  148.908000
  75.227	  151.133000
  75.413	  151.499000
  75.600	  150.048000
  75.787	  147.035000
  75.973	  142.577000
  76.160	  136.983000
  76.347	  130.730000
  76.533	  124.044000
  76.720	  117.229000
  76.907	  110.537000
  77.093	  104.186000
  77.280	   98.384000
  77.467	   93.091000
  77.653	   88.436000
  77.840	   84.546000
  78.027	   81.381000
  78.213	   78.876000
  78.400	   77.097000
  78.587	   75.961000
  78.773	   75.431000
  78.960	   75.471000
  79.147	   76.026000
  79.333	   76.124000
  79.520	   77.139000
  79.707	   79.736000
  79.893	   82.091000
  80.080	   83.387000
  80.267	   85.279000
  80.453	   87.415000
  80.640	   89.593000
  80.827	   91.724000
  81.013	   93.755000
  81.200	   95.575000
  81.387	   97.170000
  81.573	   98.564000
  81.760	   99.814000
  81.947	  100.971000
  82.133	  102.096000
  82.320	  103.288000
  82.507	  104.637000
  82.693	  106.187000
  82.880	  108.034000
  83.067	  110.290000
  83.253	  113.013000
  83.440	  116.352000
  83.627	  120.158000
  83.813	  124.680000
  84.000	  129.913000
  84.187	  135.816000
  84.373	  142.463000
  84.560	  149.827000
  84.747	  157.892000
  84.933	  166.724000
  85.120	  176.334000
  85.307	  186.630000
  85.493	  197.723000
  85.680	  209.444000
  85.867	  221.936000
  86.053	  235.195000
  86.240	  249.459000
  86.427	  264.885000
  86.613	  281.902000
  86.800	  300.592000
  86.987	  321.275000
  87.173	  344.180000
  87.360	  369.659000
  87.547	  397.983000
  87.733	  428.209000
  87.920	  461.495000
  88.107	  498.541000
  88.293	  537.879000
  88.480	  579.822000
  88.667	  624.936000
  88.853	  672.994000
  89.040	  722.375000
  89.227	  772.437000
  89.413	  822.427000
  89.600	  871.805000
  89.787	  917.730000
  89.973	  958.508000
  90.160	  991.935000
  90.347	 1016.535000
  90.533	 1030.090000
  90.720	 1031.700000
  90.907	 1020.814000
  91.093	  997.653000
  91.280	  962.707000
  91.467	  917.369000
  91.653	  863.171000
  91.840	  802.259000
  92.027	  736.703000
  92.213	  668.511000
  92.400	  599.078000
  92.587	  531.468000
  92.773	  465.493000
  92.960	  403.124000
  93.147	  345.038000
  93.333	  293.480000
  93.520	  247.752000
  93.707	  208.137000
  93.893	  175.165000
  94.080	  148.219000
  94.267	  126.536000
  94.453	  109.347000
  94.640	   96.282000
